file_name,feature_x_1,feature_x_2,feature_x_3,feature_x_4,feature_x_5,feature_y_1,feature_y_2,feature_y_3,feature_y_4,feature_y_5,is_gan
05728.png,119,125,75,93,,142,89,88,140,,No
057282.png,128,75,,,,90,90,,,,Yes
057285.png,74,125,,,,88,91,,,,Yes
057289.png,74,123,,,,90,89,,,,Yes
05729.png,75,127,111,,,87,89,146,,,No
057295.png,93,127,77,102,102,180,87,89,134,157,Yes
057296.png,125,76,,,,88,89,,,,Yes
057299.png,76,127,82,,,90,87,146,,,Yes
05730.png,124,,,,,90,,,,,No
057302.png,125,73,,,,89,87,,,,Yes
057306.png,78,75,128,,,142,90,88,,,Yes
057308.png,126,75,,,,89,89,,,,Yes
05731.png,128,80,68,,,90,88,66,,,No
057311.png,100,94,127,77,,126,154,85,89,,Yes
057312.png,81,99,,,,89,140,,,,Yes
057315.png,124,79,102,,,88,89,141,,,Yes
057316.png,78,126,98,109,,88,89,125,142,,Yes
05732.png,77,125,,,,90,88,,,,No
057329.png,77,128,,,,91,90,,,,Yes
057335.png,128,78,,,,89,89,,,,Yes
05734.png,125,,,,,87,,,,,No
057348.png,127,76,,,,89,89,,,,Yes
05735.png,128,75,94,,,92,89,138,,,No
057351.png,125,74,,,,88,88,,,,Yes
057359.png,76,126,98,,,89,88,152,,,Yes
05736.png,127,75,,,,88,88,,,,No
057363.png,124,,,,,83,,,,,Yes
057366.png,120,99,,,,85,141,,,,Yes
057367.png,126,76,,,,88,89,,,,Yes
057369.png,75,113,131,,,140,139,85,,,Yes
05737.png,76,95,127,,,88,149,88,,,No
057372.png,75,125,,,,89,88,,,,Yes
057377.png,84,122,106,,,84,90,120,,,Yes
05738.png,126,78,65,81,,91,87,72,68,,No
057382.png,125,76,100,,,87,87,133,,,Yes
05739.png,96,76,128,111,,154,90,86,26,,No
057392.png,126,76,87,,,90,90,142,,,Yes
057393.png,75,126,80,96,116,90,89,80,120,85,Yes
057394.png,76,127,105,,,89,89,139,,,Yes
057399.png,126,73,,,,87,87,,,,Yes
05741.png,127,78,86,83,,90,91,91,136,,No
057410.png,75,128,,,,88,90,,,,Yes
057412.png,127,76,,,,87,89,,,,Yes
05742.png,80,77,128,,,142,90,89,,,No
057425.png,128,107,77,,,89,135,92,,,Yes
05743.png,80,123,83,,,90,86,74,,,No
057433.png,125,,,,,90,,,,,Yes
057434.png,104,78,126,,,129,88,89,,,Yes
05744.png,82,,,,,90,,,,,No
057445.png,101,128,158,77,92,128,88,155,88,147,Yes
057447.png,127,76,123,,,88,89,71,,,Yes
05745.png,126,,,,,88,,,,,No
057452.png,127,75,,,,89,90,,,,Yes
057459.png,129,76,,,,88,89,,,,Yes
05746.png,76,126,80,,,90,89,138,,,No
057465.png,126,73,95,,,86,87,150,,,Yes
057466.png,127,75,,,,90,89,,,,Yes
05747.png,126,81,74,113,,89,88,80,88,,No
057474.png,118,,,,,90,,,,,Yes
05748.png,86,127,74,92,,140,89,89,120,,No
05749.png,74,127,99,,,90,89,138,,,No
05750.png,128,76,,,,90,89,,,,No
057509.png,125,76,86,,,87,89,144,,,Yes
05751.png,76,,,,,89,,,,,No
057511.png,81,125,103,110,,87,91,153,151,,Yes
057512.png,128,76,,,,89,89,,,,Yes
057517.png,127,76,107,,,89,90,25,,,Yes
05752.png,77,128,71,120,,90,89,79,78,,No
05753.png,80,,,,,85,,,,,No
057530.png,81,127,75,91,,145,89,89,142,,Yes
057533.png,79,100,80,,,91,128,83,,,Yes
057535.png,119,22,125,,,141,59,87,,,Yes
057538.png,114,101,126,103,,140,160,89,135,,Yes
05754.png,125,,,,,90,,,,,No
057541.png,74,127,71,,,88,87,78,,,Yes
057542.png,128,74,80,16,,89,90,140,20,,Yes
057544.png,126,74,,,,87,87,,,,Yes
057549.png,127,76,,,,90,90,,,,Yes
05755.png,93,104,,,,154,122,,,,No
057553.png,127,76,,,,88,89,,,,Yes
057554.png,25,76,126,114,,142,90,90,143,,Yes
057557.png,126,77,107,,,89,87,137,,,Yes
057559.png,78,81,129,,,90,136,89,,,Yes
05756.png,119,78,126,86,,140,87,91,140,,No
057560.png,74,126,80,,,87,87,141,,,Yes
057565.png,77,128,,,,89,88,,,,Yes
05757.png,127,,,,,90,,,,,No
057575.png,123,75,,,,90,87,,,,Yes
057577.png,127,74,101,,,89,89,136,,,Yes
05758.png,131,76,,,,91,87,,,,No
057582.png,128,79,,,,89,87,,,,Yes
057583.png,79,126,,,,91,89,,,,Yes
057586.png,122,105,82,74,,89,122,88,90,,Yes
057589.png,80,,,,,92,,,,,Yes
05759.png,123,114,,,,91,137,,,,No
057591.png,120,118,,,,86,75,,,,Yes
057593.png,128,75,99,,,88,88,140,,,Yes
05760.png,126,77,100,,,88,89,141,,,No
057602.png,75,126,99,,,92,92,140,,,Yes
057604.png,100,125,74,86,,124,90,88,87,,Yes
057614.png,127,76,,,,87,88,,,,Yes
057617.png,75,,,,,90,,,,,Yes
05762.png,127,76,,,,89,90,,,,No
057622.png,127,75,,,,89,89,,,,Yes
057628.png,126,83,74,,,89,138,88,,,Yes
057629.png,120,,,,,86,,,,,Yes
05763.png,124,81,89,103,,88,89,80,139,,No
057633.png,77,102,125,,,89,133,89,,,Yes
057635.png,128,98,,,,86,132,,,,Yes
057636.png,93,115,,,,123,85,,,,Yes
057639.png,127,34,75,,,89,35,90,,,Yes
05764.png,128,81,75,,,90,139,89,,,No
057642.png,77,127,,,,88,88,,,,Yes
057646.png,74,124,102,,,88,87,146,,,Yes
057649.png,182,86,,,,133,79,,,,Yes
05765.png,125,74,102,,,91,89,139,,,No
057654.png,98,76,127,,,122,91,86,,,Yes
057659.png,76,129,89,,,90,90,136,,,Yes
05766.png,125,,,,,90,,,,,No
057665.png,78,124,,,,90,89,,,,Yes
05767.png,127,121,,,,89,82,,,,No
057670.png,124,107,119,,,88,138,79,,,Yes
057673.png,127,123,103,,,87,76,117,,,Yes
057674.png,127,89,,,,90,68,,,,Yes
057678.png,126,74,,,,89,89,,,,Yes
05768.png,127,,,,,87,,,,,No
057682.png,73,124,98,,,90,88,152,,,Yes
057687.png,75,126,105,,,90,86,141,,,Yes
057688.png,88,120,124,73,,144,147,88,85,,Yes
05769.png,129,77,,,,88,89,,,,No
057690.png,75,126,165,,,90,89,138,,,Yes
057694.png,76,128,,,,90,89,,,,Yes
05770.png,103,121,81,29,,121,90,88,164,,No
057702.png,73,127,85,,,87,87,66,,,Yes
057703.png,79,128,78,,,135,91,91,,,Yes
057704.png,125,103,76,,,88,122,88,,,Yes
057705.png,76,124,86,,,90,89,141,,,Yes
057708.png,77,126,,,,89,88,,,,Yes
05771.png,79,127,,,,85,88,,,,No
05772.png,124,77,,,,89,83,,,,No
057724.png,126,77,77,,,88,145,89,,,Yes
057728.png,78,125,,,,88,87,,,,Yes
05773.png,124,77,,,,91,90,,,,No
057731.png,128,75,,,,90,90,,,,Yes
057733.png,128,76,102,,,90,89,135,,,Yes
057737.png,126,75,,,,89,88,,,,Yes
057739.png,78,126,101,99,,87,86,137,163,,Yes
05774.png,127,80,,,,91,133,,,,No
057746.png,123,,,,,88,,,,,Yes
05775.png,120,77,84,18,,90,89,139,139,,No
057756.png,129,76,80,,,89,88,140,,,Yes
05776.png,82,76,128,,,91,137,92,,,No
057762.png,77,96,104,125,85,89,145,133,88,66,Yes
057765.png,75,,,,,89,,,,,Yes
057769.png,123,,,,,86,,,,,Yes
05777.png,126,80,74,,,88,140,89,,,No
057772.png,127,83,,,,90,145,,,,Yes
057777.png,80,125,87,,,88,88,72,,,Yes
05778.png,13,94,125,,,16,154,89,,,No
057784.png,125,79,,,,88,88,,,,Yes
05779.png,127,76,,,,87,87,,,,No
057792.png,125,76,,,,89,88,,,,Yes
057793.png,84,126,76,,,136,88,90,,,Yes
057797.png,127,76,97,,,89,89,148,,,Yes
05780.png,77,127,116,,,91,91,141,,,No
057801.png,127,75,,,,89,90,,,,Yes
057808.png,128,109,71,,,87,137,87,,,Yes
05781.png,125,77,,,,91,90,,,,No
057816.png,49,78,104,127,,105,89,140,87,,Yes
05782.png,127,77,,,,88,90,,,,No
057822.png,128,76,,,,89,89,,,,Yes
05783.png,126,77,96,102,96,87,90,146,135,164,No
057835.png,126,,,,,91,,,,,Yes
057838.png,78,127,113,79,,90,88,142,81,,Yes
05784.png,132,81,,,,89,91,,,,No
057840.png,14,126,77,,,144,88,88,,,Yes
05785.png,77,128,67,92,,90,90,91,138,,No
057851.png,107,84,,,,123,64,,,,Yes
057856.png,126,77,,,,88,89,,,,Yes
057858.png,78,127,,,,90,89,,,,Yes
05786.png,93,124,77,99,,117,88,88,142,,No
057865.png,77,127,,,,90,88,,,,Yes
057867.png,126,82,,,,91,89,,,,Yes
05787.png,83,80,113,,,137,70,138,,,No
057873.png,127,77,83,,,89,91,137,,,Yes
057874.png,127,79,82,170,,89,90,141,49,,Yes
057878.png,126,83,76,75,,89,141,87,82,,Yes
05788.png,97,76,125,98,,122,87,89,154,,No
057885.png,126,75,83,,,89,91,137,,,Yes
057886.png,76,128,81,,,88,87,138,,,Yes
057889.png,75,125,,,,90,91,,,,Yes
05789.png,127,75,,,,90,89,,,,No
057898.png,120,78,100,,,85,89,141,,,Yes
057899.png,125,76,,,,91,90,,,,Yes
05790.png,81,127,,,,135,90,,,,No
057900.png,127,77,,,,89,86,,,,Yes
057901.png,126,76,109,,,89,90,144,,,Yes
05791.png,122,79,,,,90,86,,,,No
057910.png,80,126,76,,,142,88,90,,,Yes
057917.png,126,77,109,,,87,88,140,,,Yes
057919.png,109,77,125,53,73,136,89,86,165,172,Yes
05792.png,75,131,94,,,87,84,32,,,No
057927.png,126,,,,,90,,,,,Yes
05793.png,126,75,86,,,90,90,142,,,No
057932.png,75,130,101,,,88,88,132,,,Yes
057934.png,77,116,126,,,90,134,88,,,Yes
05794.png,121,101,,,,88,137,,,,No
057942.png,128,77,115,,,87,87,141,,,Yes
057946.png,76,125,98,112,,92,89,143,133,,Yes
05795.png,130,105,,,,90,144,,,,No
057950.png,76,126,79,,,89,89,36,,,Yes
057954.png,129,75,,,,87,88,,,,Yes
057956.png,127,77,103,,,86,89,138,,,Yes
05796.png,128,77,95,103,,88,88,120,135,,No
05797.png,124,76,,,,88,90,,,,No
057973.png,76,126,84,116,,88,89,138,137,,Yes
057975.png,94,119,,,,119,85,,,,Yes
057976.png,76,128,78,,,91,90,135,,,Yes
05798.png,127,76,99,,,88,88,139,,,No
057980.png,116,126,76,,,137,89,90,,,Yes
057983.png,98,125,79,75,,121,88,67,89,,Yes
057988.png,121,102,78,93,,89,128,89,147,,Yes
05799.png,76,127,,,,91,86,,,,No
057991.png,125,74,86,,,91,91,91,,,Yes
057996.png,75,127,,,,90,90,,,,Yes
057999.png,125,76,79,,,90,88,79,,,Yes
05800.png,125,79,,,,89,86,,,,No
058004.png,127,77,,,,88,86,,,,Yes
058009.png,121,82,,,,89,90,,,,Yes
05801.png,127,110,77,71,117,91,139,90,89,85,No
058015.png,126,76,,,,89,89,,,,Yes
05802.png,123,77,99,,,87,90,139,,,No
058023.png,85,78,127,,,141,89,88,,,Yes
058024.png,126,118,75,87,,90,132,91,134,,Yes
058029.png,76,127,,,,88,86,,,,Yes
05803.png,123,86,,,,89,150,,,,No
058035.png,126,76,,,,88,88,,,,Yes
058036.png,127,74,,,,90,87,,,,Yes
05804.png,128,76,,,,88,89,,,,No
058043.png,130,,,,,81,,,,,Yes
058049.png,77,123,,,,88,89,,,,Yes
05805.png,126,76,,,,88,88,,,,No
058058.png,127,74,,,,88,89,,,,Yes
05806.png,81,119,,,,90,88,,,,No
058066.png,125,126,,,,86,85,,,,Yes
058068.png,125,74,,,,88,85,,,,Yes
058071.png,128,73,,,,89,89,,,,Yes
058072.png,76,128,,,,91,89,,,,Yes
058073.png,125,76,,,,88,89,,,,Yes
058075.png,102,97,,,,27,114,,,,Yes
058079.png,125,79,103,,,89,88,149,,,Yes
05808.png,79,127,77,115,115,137,89,91,139,79,No
058087.png,118,80,102,113,,88,90,140,26,,Yes
058091.png,128,77,,,,88,88,,,,Yes
058092.png,76,128,,,,89,89,,,,Yes
05810.png,77,127,100,,,91,87,119,,,No
058104.png,78,126,69,96,,88,88,90,82,,Yes
058105.png,119,78,110,,,89,89,144,,,Yes
058106.png,77,128,115,113,87,91,91,92,134,131,Yes
05811.png,125,74,,,,88,90,,,,No
058110.png,76,127,111,,,90,89,137,,,Yes
05812.png,128,76,,,,90,88,,,,No
058124.png,126,76,116,,,91,91,139,,,Yes
058126.png,123,73,,,,92,88,,,,Yes
05813.png,128,82,77,,,88,140,90,,,No
058130.png,126,50,74,,,90,30,89,,,Yes
058131.png,125,76,,,,88,87,,,,Yes
05814.png,163,67,,,,145,76,,,,No
058140.png,77,125,108,,,88,88,144,,,Yes
058142.png,126,100,76,100,,88,117,88,136,,Yes
058143.png,82,101,101,,,137,150,116,,,Yes
058144.png,126,77,99,,,88,89,134,,,Yes
05815.png,123,80,79,,,94,90,83,,,No
05816.png,128,74,18,,,91,93,84,,,No
058164.png,76,125,86,,,90,91,136,,,Yes
058167.png,76,124,97,,,89,87,144,,,Yes
058168.png,74,126,83,,,90,89,146,,,Yes
05817.png,105,79,127,110,,124,90,90,138,,No
058173.png,119,,,,,88,,,,,Yes
05818.png,128,123,76,,,89,142,91,,,No
058180.png,72,,,,,85,,,,,Yes
058186.png,77,127,,,,89,88,,,,Yes
058188.png,128,76,112,,,90,89,148,,,Yes
05819.png,47,100,70,,,20,137,81,,,No
058199.png,79,119,,,,89,88,,,,Yes
05820.png,125,76,,,,90,88,,,,No
058201.png,125,73,114,,,88,90,136,,,Yes
058202.png,127,77,104,,,90,86,138,,,Yes
05821.png,126,78,89,,,88,89,139,,,No
058210.png,82,87,,,,148,85,,,,Yes
05822.png,128,79,86,,,89,90,80,,,No
058223.png,126,82,84,,,88,88,146,,,Yes
058224.png,75,127,113,88,,89,88,132,66,,Yes
05823.png,127,74,,,,89,90,,,,No
05824.png,77,124,111,,,88,89,146,,,No
058240.png,126,76,,,,88,88,,,,Yes
058243.png,127,77,,,,90,89,,,,Yes
05825.png,93,128,71,,,149,85,87,,,No
05826.png,126,105,76,,,89,153,86,,,No
058261.png,125,78,,,,90,85,,,,Yes
058266.png,75,126,,,,89,86,,,,Yes
05827.png,76,128,,,,89,90,,,,No
058271.png,129,86,75,,,89,89,89,,,Yes
058272.png,77,128,,,,89,88,,,,Yes
05828.png,126,74,,,,90,89,,,,No
058283.png,79,80,127,,,90,141,89,,,Yes
058287.png,126,75,118,,,91,89,138,,,Yes
05829.png,126,92,76,118,,90,119,89,135,,No
058297.png,102,125,111,85,,120,86,141,139,,Yes
05830.png,127,74,,,,89,92,,,,No
058301.png,65,80,77,124,130,93,91,138,88,81,Yes
058307.png,75,54,126,,,90,176,88,,,Yes
05831.png,127,77,105,,,86,88,168,,,No
058315.png,130,76,,,,90,91,,,,Yes
058319.png,78,124,,,,89,93,,,,Yes
05832.png,74,124,,,,89,90,,,,No
058323.png,126,78,,,,90,90,,,,Yes
058324.png,77,126,100,,,91,89,141,,,Yes
05833.png,127,76,,,,90,90,,,,No
058332.png,75,126,84,97,,88,88,138,46,,Yes
058339.png,142,121,99,,,133,86,138,,,Yes
05834.png,78,128,22,111,,90,88,43,136,,No
058340.png,129,78,,,,89,88,,,,Yes
058341.png,124,,,,,89,,,,,Yes
058344.png,126,177,74,,,89,127,89,,,Yes
05835.png,125,104,74,,,90,116,87,,,No
058352.png,127,77,81,,,90,88,69,,,Yes
058355.png,127,77,,,,88,87,,,,Yes
05836.png,76,125,108,,,91,83,144,,,No
058360.png,75,127,110,,,90,89,135,,,Yes
058367.png,127,,,,,89,,,,,Yes
05837.png,74,127,,,,90,90,,,,No
058373.png,126,115,82,76,,89,138,137,86,,Yes
058374.png,77,128,113,,,91,90,133,,,Yes
058376.png,108,122,79,,,146,89,89,,,Yes
05838.png,84,128,78,70,,140,90,90,34,,No
058383.png,126,75,99,,,89,90,131,,,Yes
058386.png,126,76,,,,89,88,,,,Yes
058389.png,125,83,75,,,91,142,89,,,Yes
05839.png,129,86,99,,,89,137,134,,,No
058394.png,126,79,,,,85,89,,,,Yes
058396.png,75,37,127,,,89,46,88,,,Yes
058401.png,77,128,100,,,89,84,139,,,Yes
058403.png,127,76,,,,88,88,,,,Yes
058408.png,127,77,104,,,90,88,139,,,Yes
05841.png,98,125,80,88,162,121,89,87,142,62,No
058412.png,124,79,99,115,,84,90,142,72,,Yes
058413.png,126,78,108,,,88,90,138,,,Yes
05842.png,126,,,,,89,,,,,No
058427.png,101,126,,,,118,90,,,,Yes
05843.png,127,74,,,,89,90,,,,No
058439.png,129,85,73,,,89,141,87,,,Yes
05844.png,79,113,,,,89,145,,,,No
058440.png,126,76,110,,,89,90,141,,,Yes
058443.png,125,75,91,,,91,90,143,,,Yes
058444.png,77,128,,,,89,89,,,,Yes
05845.png,126,75,,,,89,90,,,,No
058450.png,74,125,,,,90,89,,,,Yes
058454.png,83,127,75,,,136,90,88,,,Yes
058459.png,127,75,,,,90,90,,,,Yes
05846.png,98,124,77,,,123,88,86,,,No
058460.png,126,,,,,91,,,,,Yes
058463.png,126,76,,,,88,87,,,,Yes
058464.png,128,78,,,,87,89,,,,Yes
05847.png,125,77,,,,89,89,,,,No
058470.png,75,127,115,84,,90,90,139,138,,Yes
058473.png,124,98,,,,86,140,,,,Yes
058474.png,125,,,,,90,,,,,Yes
058477.png,125,77,99,103,,88,89,152,140,,Yes
05848.png,122,80,,,,91,86,,,,No
058482.png,128,78,101,,,89,89,139,,,Yes
058484.png,78,124,,,,88,86,,,,Yes
05849.png,127,80,85,76,,90,147,91,88,,No
058491.png,76,127,,,,88,88,,,,Yes
058495.png,76,126,,,,90,89,,,,Yes
058498.png,77,127,80,120,66,91,89,138,139,81,Yes
05850.png,83,99,,,,89,146,,,,No
058505.png,128,75,81,,,90,90,141,,,Yes
05851.png,75,125,,,,89,90,,,,No
058511.png,75,126,,,,90,87,,,,Yes
05852.png,127,,,,,85,,,,,No
058521.png,75,127,,,,88,88,,,,Yes
058529.png,129,75,,,,90,88,,,,Yes
05853.png,123,82,,,,90,87,,,,No
058533.png,128,74,114,,,90,92,139,,,Yes
058538.png,125,82,,,,88,89,,,,Yes
05854.png,98,,,,,141,,,,,No
058540.png,76,128,100,100,,87,88,135,169,,Yes
058541.png,129,76,,,,90,87,,,,Yes
058549.png,126,75,,,,89,90,,,,Yes
05855.png,77,128,113,,,88,88,72,,,No
05856.png,125,79,101,,,88,91,139,,,No
058560.png,101,121,,,,140,71,,,,Yes
05857.png,81,106,130,,,141,187,88,,,No
058574.png,126,76,,,,88,90,,,,Yes
058575.png,122,,,,,85,,,,,Yes
05858.png,126,75,,,,90,91,,,,No
058586.png,78,125,,,,89,87,,,,Yes
05859.png,127,75,86,,,90,91,142,,,No
058591.png,77,126,,,,91,90,,,,Yes
058593.png,77,126,,,,90,88,,,,Yes
058597.png,76,84,127,110,,90,134,87,134,,Yes
058598.png,127,74,,,,88,90,,,,Yes
05860.png,127,75,83,,,89,90,142,,,No
058601.png,113,92,161,,,86,118,26,,,Yes
058607.png,76,126,,,,91,91,,,,Yes
058609.png,74,125,,,,88,89,,,,Yes
05861.png,124,79,,,,90,87,,,,No
058610.png,80,68,,,,87,69,,,,Yes
058614.png,122,77,,,,89,89,,,,Yes
058615.png,127,76,,,,90,90,,,,Yes
058616.png,120,78,107,126,,141,90,117,89,,Yes
05862.png,126,76,109,,,88,88,137,,,No
058628.png,123,80,100,,,86,91,136,,,Yes
05863.png,85,127,98,76,89,90,90,122,90,140,No
058638.png,125,79,,,,89,88,,,,Yes
05864.png,127,76,47,,,89,87,87,,,No
058645.png,102,123,75,98,,117,89,91,137,,Yes
05865.png,122,74,,,,87,87,,,,No
058652.png,128,74,,,,91,90,,,,Yes
058656.png,126,,,,,90,,,,,Yes
058657.png,75,126,,,,90,89,,,,Yes
05866.png,125,81,,,,87,87,,,,No
058660.png,127,75,,,,89,89,,,,Yes
058664.png,88,127,76,120,81,123,89,90,141,84,Yes
058668.png,128,76,,,,90,91,,,,Yes
05867.png,94,125,95,,,120,85,140,,,No
058670.png,127,75,,,,90,90,,,,Yes
058671.png,124,74,101,,,88,87,150,,,Yes
058677.png,125,77,116,80,71,89,90,134,136,84,Yes
05868.png,126,76,,,,88,86,,,,No
058680.png,125,75,86,,,88,88,136,,,Yes
058689.png,127,80,74,,,89,144,90,,,Yes
05869.png,132,117,,,,93,138,,,,No
058691.png,127,77,,,,89,91,,,,Yes
058693.png,78,125,,,,90,88,,,,Yes
05870.png,98,126,76,,,23,90,87,,,No
058702.png,123,73,,,,88,87,,,,Yes
058709.png,76,125,80,,,91,90,139,,,Yes
05871.png,84,126,71,,,133,92,90,,,No
058712.png,126,75,,,,88,88,,,,Yes
058713.png,125,76,,,,87,89,,,,Yes
058716.png,127,76,114,116,86,88,89,142,74,66,Yes
058718.png,124,80,106,,,87,87,139,,,Yes
05872.png,83,,,,,138,,,,,No
058723.png,83,132,80,74,,145,85,64,86,,Yes
058728.png,127,76,,,,86,90,,,,Yes
05873.png,89,,,,,90,,,,,No
058733.png,127,75,117,,,91,91,94,,,Yes
058739.png,125,75,,,,89,90,,,,Yes
05874.png,126,77,105,,,89,88,139,,,No
058742.png,126,,,,,91,,,,,Yes
058743.png,125,75,100,,,89,89,131,,,Yes
05875.png,75,127,98,,,89,87,152,,,No
058750.png,119,117,98,,,84,72,139,,,Yes
058751.png,124,,,,,90,,,,,Yes
058752.png,75,127,,,,89,89,,,,Yes
058757.png,118,100,,,,85,142,,,,Yes
05876.png,126,83,,,,90,141,,,,No
058769.png,126,77,117,,,88,88,22,,,Yes
05877.png,75,128,,,,89,88,,,,No
058771.png,78,126,98,,,89,89,147,,,Yes
058772.png,76,123,97,,,88,87,152,,,Yes
05878.png,127,74,,,,89,89,,,,No
058780.png,126,76,,,,88,90,,,,Yes
058781.png,126,82,77,121,125,91,90,146,149,68,Yes
058782.png,127,78,,,,90,87,,,,Yes
058785.png,128,76,97,97,,89,90,152,143,,Yes
05879.png,127,73,,,,88,87,,,,No
058791.png,122,78,104,,,88,91,141,,,Yes
058795.png,126,117,,,,88,81,,,,Yes
05880.png,122,100,,,,89,142,,,,No
058809.png,123,73,103,,,90,86,144,,,Yes
05881.png,78,125,119,,,90,88,72,,,No
058812.png,77,87,127,,,88,149,87,,,Yes
058813.png,127,77,112,,,89,87,146,,,Yes
05882.png,127,76,112,102,,89,89,24,136,,No
058820.png,14,89,106,,,102,147,143,,,Yes
058822.png,127,77,80,,,90,90,135,,,Yes
058823.png,125,75,,,,89,88,,,,Yes
05883.png,75,126,,,,89,89,,,,No
058830.png,127,78,105,,,89,87,137,,,Yes
058835.png,126,112,,,,86,78,,,,Yes
05884.png,76,129,,,,91,90,,,,No
058840.png,125,78,103,,,89,91,123,,,Yes
058843.png,125,77,99,,,90,89,143,,,Yes
058844.png,130,76,,,,90,89,,,,Yes
05885.png,122,73,105,,,93,91,144,,,No
058850.png,127,75,,,,89,88,,,,Yes
058852.png,127,74,,,,90,90,,,,Yes
058862.png,127,116,76,,,91,136,91,,,Yes
058865.png,125,74,,,,92,90,,,,Yes
05887.png,129,77,,,,90,90,,,,No
058871.png,77,123,11,,,90,90,67,,,Yes
058875.png,127,83,75,,,89,144,87,,,Yes
058877.png,28,127,,,,115,86,,,,Yes
058878.png,127,74,78,,,90,90,138,,,Yes
05888.png,124,82,120,,,90,91,80,,,No
058885.png,82,128,76,,,142,87,88,,,Yes
058888.png,81,127,,,,86,87,,,,Yes
05889.png,126,76,,,,89,89,,,,No
058890.png,125,78,,,,85,89,,,,Yes
058895.png,126,76,93,80,87,89,90,124,139,138,Yes
058898.png,127,80,110,,,88,89,23,,,Yes
058899.png,76,126,103,,,89,91,136,,,Yes
05890.png,127,79,,,,89,88,,,,No
058900.png,124,80,74,99,102,89,88,186,120,156,Yes
05891.png,76,127,112,70,,90,90,136,30,,No
058910.png,100,118,,,,140,87,,,,Yes
058911.png,120,102,,,,87,142,,,,Yes
058914.png,33,129,,,,56,88,,,,Yes
05892.png,81,110,81,,,87,143,86,,,No
058921.png,126,78,,,,88,87,,,,Yes
058923.png,127,76,,,,89,88,,,,Yes
05893.png,126,,,,,89,,,,,No
058932.png,126,76,,,,90,87,,,,Yes
058933.png,76,124,,,,89,92,,,,Yes
058939.png,75,75,125,,,141,88,86,,,Yes
05894.png,126,30,108,,,87,36,143,,,No
058940.png,128,78,,,,88,89,,,,Yes
058942.png,128,78,75,,,89,137,89,,,Yes
05895.png,76,127,84,,,91,90,138,,,No
058952.png,127,,,,,89,,,,,Yes
058954.png,127,76,83,115,,89,91,138,139,,Yes
058955.png,126,75,,,,88,89,,,,Yes
05896.png,123,111,79,104,,88,146,89,143,,No
058962.png,127,79,,,,89,90,,,,Yes
058967.png,125,77,,,,88,89,,,,Yes
05897.png,125,115,,,,88,79,,,,No
05898.png,128,106,,,,89,145,,,,No
058983.png,121,126,,,,141,89,,,,Yes
05899.png,128,117,79,,,87,140,90,,,No
058995.png,128,77,,,,90,90,,,,Yes
05900.png,76,124,,,,89,90,,,,No
059003.png,118,,,,,89,,,,,Yes
05901.png,128,121,80,126,,90,141,92,103,,No
059015.png,126,76,105,97,,89,87,179,164,,Yes
05902.png,126,76,,,,89,87,,,,No
059021.png,123,,,,,86,,,,,Yes
059029.png,74,127,,,,89,89,,,,Yes
05903.png,77,125,68,,,91,85,89,,,No
059031.png,89,119,,,,73,87,,,,Yes
05904.png,80,127,74,,,140,90,85,,,No
059041.png,126,75,,,,88,89,,,,Yes
059048.png,188,88,,,,63,88,,,,Yes
05905.png,75,126,100,,,88,89,135,,,No
059050.png,126,76,79,,,89,91,138,,,Yes
059052.png,79,127,75,,,140,90,91,,,Yes
059053.png,76,123,98,,,90,88,141,,,Yes
059056.png,78,125,102,117,,90,85,139,70,,Yes
059059.png,124,80,77,,,89,136,91,,,Yes
05906.png,124,78,91,,,89,88,87,,,No
059063.png,126,75,,,,88,88,,,,Yes
059064.png,81,126,83,116,,91,88,142,143,,Yes
059069.png,128,74,,,,89,90,,,,Yes
05907.png,126,75,80,,,90,90,135,,,No
059070.png,127,78,98,,,86,88,142,,,Yes
059075.png,79,125,,,,87,89,,,,Yes
059076.png,96,123,162,73,,117,91,60,87,,Yes
05908.png,76,127,60,,,89,89,19,,,No
059086.png,127,77,,,,89,87,,,,Yes
05909.png,127,84,75,,,89,142,83,,,No
05910.png,75,125,93,,,89,88,139,,,No
059102.png,78,127,,,,90,91,,,,Yes
059104.png,124,78,,,,88,88,,,,Yes
059108.png,77,84,125,72,,141,67,89,86,,Yes
05911.png,124,75,,,,87,88,,,,No
059118.png,127,76,99,,,89,88,143,,,Yes
05912.png,126,76,,,,89,90,,,,No
059120.png,76,,,,,87,,,,,Yes
059121.png,87,75,125,,,122,89,89,,,Yes
059125.png,126,76,107,78,,90,89,119,79,,Yes
05913.png,128,77,102,,,91,88,14,,,No
059134.png,125,76,82,116,98,89,90,136,138,121,Yes
05914.png,81,127,85,104,,91,88,142,119,,No
059143.png,75,126,76,92,,139,88,88,138,,Yes
059146.png,129,73,105,,,88,88,143,,,Yes
059147.png,77,122,67,,,86,88,82,,,Yes
05915.png,128,75,85,,,90,90,143,,,No
059151.png,76,127,101,94,,88,87,24,153,,Yes
059156.png,77,128,,,,89,89,,,,Yes
05916.png,126,77,113,,,88,90,139,,,No
059161.png,80,127,75,118,,138,90,90,92,,Yes
059166.png,79,66,81,,,90,92,148,,,Yes
05917.png,127,74,,,,87,89,,,,No
059170.png,123,,,,,90,,,,,Yes
059174.png,76,125,,,,88,88,,,,Yes
059176.png,127,75,82,,,88,89,142,,,Yes
